cnn-sample_frame_200_second_8_face0.jpg	118	67	225	47	292	165	0.9965776801109314
cnn-sample_frame_225_second_9_face0.jpg	125	67	224	52	291	177	0.9927001595497131
cnn-sample_frame_250_second_10_face0.jpg	119	66	221	51	287	170	0.9898062348365784
cnn-sample_frame_275_second_11_face0.jpg	115	67	206	47	273	162	0.9917879700660706
cnn-sample_frame_300_second_12_face0.jpg	120	70	209	46	279	166	0.9929116368293762
cnn-sample_frame_325_second_13_face0.jpg	121	69	208	46	277	167	0.9955980181694031
cnn-sample_frame_350_second_14_face0.jpg	283	164	185	83	349	366	0.9916349649429321
cnn-sample_frame_375_second_15_face0.jpg	289	162	202	82	364	371	0.9933698177337646
cnn-sample_frame_400_second_16_face0.jpg	286	161	204	79	365	365	0.9947308301925659
cnn-sample_frame_425_second_17_face0.jpg	285	162	212	85	374	370	0.9917723536491394
cnn-sample_frame_1075_second_43_face0.jpg	287	167	288	94	455	381	0.9725552201271057
cnn-sample_frame_1100_second_44_face0.jpg	254	139	288	122	427	376	0.9852151870727539
cnn-sample_frame_1125_second_45_face0.jpg	288	165	286	113	451	401	0.983939528465271
cnn-sample_frame_1375_second_55_face0.jpg	144	84	319	83	403	227	0.996295154094696
cnn-sample_frame_1400_second_56_face0.jpg	152	87	313	82	400	234	0.9908028841018677
cnn-sample_frame_1425_second_57_face0.jpg	163	91	321	91	412	254	0.9957858920097351
cnn-sample_frame_1450_second_58_face0.jpg	174	96	318	89	414	263	0.9950557947158813
cnn-sample_frame_1475_second_59_face0.jpg	194	103	303	87	406	281	0.9945501685142517
cnn-sample_frame_1500_second_60_face0.jpg	198	107	307	91	414	289	0.9946488738059998
cnn-sample_frame_1525_second_61_face0.jpg	205	112	300	75	412	280	0.9971240162849426
cnn-sample_frame_1550_second_62_face0.jpg	200	107	299	85	406	285	0.994987964630127
cnn-sample_frame_1575_second_63_face0.jpg	38	24	296	212	320	250	0.8776147961616516
cnn-sample_frame_1600_second_64_face0.jpg	43	26	352	220	378	263	0.8963773250579834
cnn-sample_frame_1625_second_65_face0.jpg	45	29	373	205	402	250	0.9847761392593384
cnn-sample_frame_1650_second_66_face0.jpg	50	32	339	196	371	246	0.9768641591072083
cnn-sample_frame_1675_second_67_face0.jpg	57	36	332	183	368	240	0.942639172077179
cnn-sample_frame_1700_second_68_face0.jpg	70	44	316	153	360	223	0.9834031462669373
cnn-sample_frame_1725_second_69_face0.jpg	80	49	314	139	363	219	0.9907704591751099
cnn-sample_frame_1750_second_70_face0.jpg	90	54	321	128	375	218	0.9779945015907288
cnn-sample_frame_1775_second_71_face0.jpg	106	60	301	109	361	215	0.989092230796814
cnn-sample_frame_1800_second_72_face0.jpg	123	69	282	91	351	214	0.9863003492355347
cnn-sample_frame_1825_second_73_face0.jpg	144	82	272	99	354	243	0.9960274696350098
cnn-sample_frame_1850_second_74_face0.jpg	160	91	294	106	385	266	0.9975199103355408
cnn-sample_frame_1875_second_75_face0.jpg	174	95	313	104	408	278	0.9970788955688477
cnn-sample_frame_1925_second_77_face0.jpg	131	91	274	123	365	254	0.9102712273597717
cnn-sample_frame_1950_second_78_face0.jpg	145	92	260	113	352	258	0.9869177937507629
cnn-sample_frame_1975_second_79_face0.jpg	143	93	275	116	368	259	0.9968972206115723
cnn-sample_frame_2000_second_80_face0.jpg	191	107	293	83	400	274	0.9979789853096008
cnn-sample_frame_2025_second_81_face0.jpg	192	107	292	85	399	277	0.9977669715881348
cnn-sample_frame_2050_second_82_face0.jpg	189	113	296	100	409	289	0.9989192485809326
cnn-sample_frame_2075_second_83_face0.jpg	193	112	301	99	413	292	0.998408854007721
cnn-sample_frame_2100_second_84_face0.jpg	73	56	323	76	379	149	0.9921780228614807
cnn-sample_frame_2125_second_85_face0.jpg	79	59	324	80	383	159	0.9930435419082642
cnn-sample_frame_2150_second_86_face0.jpg	77	58	326	76	384	153	0.9932299852371216
cnn-sample_frame_2175_second_87_face0.jpg	79	59	324	78	383	157	0.9942641854286194
cnn-sample_frame_2200_second_88_face0.jpg	78	58	323	74	381	152	0.9919107556343079
cnn-sample_frame_2225_second_89_face0.jpg	79	59	323	79	382	158	0.9899963140487671
cnn-sample_frame_2250_second_90_face0.jpg	76	56	324	75	380	151	0.9931261539459229
